"","DisId","DisDcaId","DisName","DisCurePeriod","DisDescription","DiaAniId","DiaDate","DiaRemarks","DiaWithMilk","DiaWithMeat","AniId","AniLifeNumber"
"505",131,7,"Other infectious diseases and microbe-related diseases (except local infections of udder and claws)",21,"",3,2018-06-26,"",2018-07-02 10:30:00,2018-07-14 10:30:00,3,"FR4404288019"
"506",108,3,"Ovarial cysts",21,"cystic ovary disease",43,2018-06-28,"",NA,NA,43,"FR4404288121"
"507",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",3,2018-06-28,"",2018-07-04 11:03:00,2018-07-09 11:03:00,3,"FR4404288019"
"508",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",80,2018-07-02,"",2018-07-10 21:30:00,NA,80,"FR4404288163"
"509",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",85,2018-07-04,"PROLAC 50 ml - 3 jours",NA,NA,85,"FR4404288168"
"510",105,3,"Acyclia",21,"absence of heat with inactive ovaries",84,2018-07-10,"",NA,2018-08-10 13:51:00,84,"FR4404288167"
"511",105,3,"Acyclia",21,"absence of heat with inactive ovaries",78,2018-07-10,"",NA,2018-08-10 13:51:00,78,"FR4404288161"
"512",105,3,"Acyclia",21,"absence of heat with inactive ovaries",26,2018-07-10,"",NA,2018-08-10 13:52:00,26,"FR4404288097"
"513",105,3,"Acyclia",21,"absence of heat with inactive ovaries",55,2018-07-10,"",NA,2018-08-10 13:52:00,55,"FR4404288136"
"514",105,3,"Acyclia",21,"absence of heat with inactive ovaries",207,2018-07-10,"",NA,2018-08-10 13:52:00,207,"FR4404659034"
"515",159,11,"Fever",21,"",84,2018-07-14,"39.6 au thermomètre
Chute de lait",2018-07-25 10:00:00,2018-08-18 10:00:00,84,"FR4404288167"
"516",146,6,"Parturient paresis (milk fever)",14,"permanent recumbency of the dairy cow with reduced calcium and phosphorus content of the blood",126,2018-07-17,"",NA,NA,126,"FR4958880363"
"517",29,4,"Lameness",21,"",32,2018-07-17,"Cailloux, Température : 39.3°C
Attendre pour traitement",NA,NA,32,"FR4404288105"
"518",29,4,"Lameness",21,"",26,2018-07-18,"Abcès / Cerise ?
Pression sang, Sabot extérieur
T° 38.8 °C -> pas de traitement",NA,NA,26,"FR4404288097"
"519",64,2,"Other disorders of the udder (except mastitis)",21,"",126,2018-07-21,"PROLAC 50 ML - 3 jours
Conductivité",NA,NA,126,"FR4958880363"
"520",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",80,2018-07-21,"PROLAC 50 ML",NA,NA,80,"FR4404288163"
"521",64,2,"Other disorders of the udder (except mastitis)",21,"",15,2018-07-21,"PROLAC 50 ML",NA,NA,15,"FR4404288075"
"522",64,2,"Other disorders of the udder (except mastitis)",21,"",108,2018-07-21,"PROLAC 50 ML - 3 JOURS
Conductivité AvD",NA,NA,108,"FR4404288192"
"523",64,2,"Other disorders of the udder (except mastitis)",21,"",85,2018-07-21,"PROLAC 50 ML - 3 jours",NA,NA,85,"FR4404288168"
"524",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",80,2018-07-21,"",2018-07-31 22:00:00,NA,80,"FR4404288163"
"525",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",15,2018-07-21,"",2018-07-31 22:00:00,NA,15,"FR4404288075"
"526",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",73,2018-07-22,"mamitte coli mamelle tres gouflée",2018-07-31 20:56:00,2018-08-24 08:56:00,73,"FR4404288155"
"527",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",13,2018-07-23,"Prolac 3 jours",NA,NA,13,"FR4404288069"
"528",105,3,"Acyclia",21,"absence of heat with inactive ovaries",207,2018-07-24,"",NA,2018-08-24 07:42:00,207,"FR4404659034"
"529",72,1,"S. Aureus",14,"",85,2018-07-25,"",2018-08-02 21:30:00,2018-07-29 21:30:00,85,"FR4404288168"
"530",72,1,"S. Aureus",14,"",80,2018-07-25,"",2018-08-02 20:27:00,2018-07-29 20:27:00,80,"FR4404288163"
"531",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",26,2018-07-25,"",2018-07-31 19:30:00,2018-08-26 19:30:00,26,"FR4404288097"
"532",72,1,"S. Aureus",14,"",13,2018-07-25,"",2018-07-31 19:36:00,2018-08-26 19:36:00,13,"FR4404288069"
"533",11,5,"Bronchopneumonia (inflammation of bronchial tubes and lungs)",21,"",308,2018-07-26,"",2018-12-30 07:35:00,2018-12-30 00:00:00,308,"FR4404288340"
"534",11,5,"Bronchopneumonia (inflammation of bronchial tubes and lungs)",21,"",309,2018-07-26,"",2018-12-30 07:35:00,2018-12-30 00:00:00,309,"FR4404288341"
"535",11,5,"Bronchopneumonia (inflammation of bronchial tubes and lungs)",21,"",310,2018-07-26,"",2018-12-30 07:35:00,2018-12-30 00:00:00,310,"FR4404288342"
"536",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",73,2018-07-24,"",2018-08-03 07:43:00,2018-08-08 07:43:00,73,"FR4404288155"
"537",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",26,2018-07-28,"",2018-08-05 20:12:00,2018-08-01 20:12:00,26,"FR4404288097"
"538",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",127,2018-07-30,"Staphylocoques ?",2018-08-07 23:36:00,2018-08-03 23:36:00,127,"FR4963097404"
"539",161,11,"Diagnosis not listed in the key",21,"",48,2018-07-31,"",2018-08-08 19:53:00,2018-10-06 19:53:00,48,"FR4404288128"
"540",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",108,2018-08-03,"",2018-08-12 05:31:00,2018-08-08 05:31:00,108,"FR4404288192"
"541",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",13,2018-08-03,"PROLAC 3 à 5 jours",NA,NA,13,"FR4404288069"
"542",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",73,2018-08-03,"PROLAC 3 à 5 jours",NA,NA,73,"FR4404288155"
"543",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",127,2018-08-03,"",2018-08-06 15:45:00,2018-09-03 15:45:00,127,"FR4963097404"
"544",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",85,2018-08-04,"+ plateau positif 4 quartiers",2018-08-13 22:30:00,2018-08-09 22:30:00,85,"FR4404288168"
"545",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",13,2018-08-04,"",2018-08-12 23:03:00,2018-08-08 23:03:00,13,"FR4404288069"
"546",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",73,2018-08-04,"",2018-08-12 23:04:00,2018-08-08 23:04:00,73,"FR4404288155"
"547",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",85,2018-08-05,"",2018-08-13 10:28:00,2018-08-23 09:30:00,85,"FR4404288168"
"548",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",150,2018-08-07,"",2018-08-15 13:27:00,2018-08-20 13:27:00,150,"FR4404288214"
"549",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",118,2018-08-08,"",2018-08-16 09:19:00,2018-08-21 09:19:00,118,"FR4945368325"
"550",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",126,2018-08-08,"",2018-08-18 12:37:00,2018-08-23 12:37:00,126,"FR4958880363"
"551",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",173,2018-08-08,"",2018-08-19 22:20:00,2018-09-12 10:20:00,173,"FR4944526074"
"552",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",131,2018-08-09,"",2018-08-20 00:51:00,2018-09-12 12:51:00,131,"FR4404288194"
"553",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",108,2018-08-11,"",2018-08-19 22:18:00,2018-09-12 10:18:00,108,"FR4404288192"
"554",64,2,"Other disorders of the udder (except mastitis)",21,"",80,2018-08-11,"Pas guerit suite Mamites = FERME
Mis Obturateur ORBESEAL",NA,NA,80,"FR4404288163"
"555",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",64,2018-08-12,"",2018-08-21 22:16:00,2018-09-12 10:17:00,64,"FR4404288145"
"556",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",53,2018-08-12,"",2018-08-20 22:00:00,2018-09-15 22:00:00,53,"FR4404288133"
"557",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",43,2018-08-12,"",2018-08-20 12:35:00,2018-09-12 12:35:00,43,"FR4404288121"
"558",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",85,2018-08-12,"",2018-08-22 07:20:00,2018-09-15 23:24:00,85,"FR4404288168"
"559",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",118,2018-08-13,"",2018-08-20 22:33:00,2018-09-13 09:07:00,118,"FR4945368325"
"560",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",117,2018-08-13,"",2018-08-22 22:00:00,2018-09-17 22:00:00,117,"FR4935590346"
"561",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",113,2018-08-13,"",2018-08-21 11:28:00,2018-09-13 19:40:00,113,"FR4454691592"
"562",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",117,2018-08-14,"",2018-08-21 20:19:00,2018-09-16 20:19:00,117,"FR4935590346"
"563",64,2,"Other disorders of the udder (except mastitis)",21,"",27,2018-08-16,"CONDUCTIVITE : PROLAC 50 ML 3 à 5 jours",NA,NA,27,"FR4404288098"
"564",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",30,2018-08-17,"",2018-08-25 21:15:00,2018-08-21 21:15:00,30,"FR4404288101"
"565",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",117,2018-08-19,"",2018-08-25 06:00:00,2018-09-20 06:00:00,117,"FR4935590346"
"566",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",108,2018-08-20,"",2018-08-25 20:56:00,2018-09-20 20:56:00,108,"FR4404288192"
"567",29,4,"Lameness",21,"",79,2018-08-11,"Limaces
Lésion sabot externe droit",NA,NA,79,"FR4404288162"
"568",29,4,"Lameness",21,"",79,2018-08-20,"VETO : pose talonnette",NA,NA,79,"FR4404288162"
"569",29,4,"Lameness",21,"",64,2018-08-11,"Hématome",NA,NA,64,"FR4404288145"
"570",29,4,"Lameness",21,"",163,2018-08-11,"Limaces",NA,NA,163,"FR4404288229"
"571",29,4,"Lameness",21,"",137,2018-08-11,"Limaces - Dermatites",NA,NA,137,"FR4404288200"
"572",29,4,"Lameness",21,"",75,2018-08-11,"Limaces - Dermatites",NA,NA,75,"FR4404288157"
"573",29,4,"Lameness",21,"",165,2018-08-11,"Limaces - Hématomes",NA,NA,165,"FR4404288231"
"574",29,4,"Lameness",21,"",171,2018-08-11,"Corne très abîmée",NA,NA,171,"FR4404288237"
"575",29,4,"Lameness",21,"",13,2018-08-20,"VETO : corne très abîmée",NA,NA,13,"FR4404288069"
"576",105,3,"Acyclia",21,"absence of heat with inactive ovaries",86,2018-08-21,"",NA,2018-09-21 11:11:00,86,"FR4404288169"
"577",10003,11,"Vêlage diffficile",0,"",117,2018-08-21,"",NA,NA,117,"FR4935590346"
"578",109,3,"Other disturbances of female fertility",21,"",56,2018-08-22,"",NA,NA,56,"FR4404288137"
"579",98,3,"Metritis",NA,"inflammation of all layers of the uterine wall",117,2018-08-23,"",2018-08-29 07:55:00,2018-09-10 07:55:00,117,"FR4935590346"
"580",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",30,2018-08-31,"",2018-09-10 06:33:00,NA,30,"FR4404288101"
"581",10001,4,"Abcès",0,"",117,2018-09-03,"parrage +calle",2018-09-11 12:06:00,2018-11-09 12:06:00,117,"FR4935590346"
"582",91,3,"Sectio caesarea",NA,"",138,2018-09-03,"Veau pas né le 21/07/2018 (date du terme)  /  Syndrome de Gestation prolongée",2018-09-10 15:05:00,2018-09-21 15:04:00,138,"FR4404288201"
"583",10001,4,"Abcès",0,"",127,2018-09-03,"Température 38,7 °C",2018-09-11 15:47:00,2018-11-09 15:47:00,127,"FR4963097404"
"584",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",85,2018-09-04,"",2018-09-13 22:30:00,2018-10-06 11:07:00,85,"FR4404288168"
"585",73,1,"Mastitis with isolation of coagulase-negative Staphylococci (KNS)",14,"",37,2018-09-04,"",2018-09-10 09:01:00,2018-09-22 09:01:00,37,"FR4404288111"
"586",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",117,2018-09-04,"",2018-09-11 11:08:00,2018-09-16 11:08:00,117,"FR4935590346"
"587",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",108,2018-09-05,"",2018-09-13 23:36:00,2018-10-06 11:36:00,108,"FR4404288192"
"588",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",64,2018-09-05,"",2018-09-14 21:30:00,2018-10-06 09:30:00,64,"FR4404288145"
"589",64,2,"Other disorders of the udder (except mastitis)",21,"",37,2018-09-06,"FERME QUARTIER AVD : UBROSTAR + ORBESEAL",NA,NA,37,"FR4404288111"
"590",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",111,2018-09-08,"",2018-09-16 21:06:00,2018-10-09 09:06:00,111,"FR4404658938"
"591",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",53,2018-09-11,"",2018-09-21 00:00:00,2018-10-12 12:00:00,53,"FR4404288133"
"592",91,3,"Sectio caesarea",NA,"",136,2018-09-14,"",2018-09-21 16:19:00,2018-10-02 08:54:00,136,"FR4404288199"
"593",131,7,"Other infectious diseases and microbe-related diseases (except local infections of udder and claws)",21,"",174,2018-09-15,"",2018-09-21 18:18:00,2018-10-03 18:18:00,174,"FR4958880507"
"594",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",52,2018-09-16,"",2018-09-24 09:07:00,2018-10-01 21:08:00,52,"FR4404288132"
"595",29,4,"Lameness",21,"",26,2018-09-17,"Cerise, sans abcès, ou vieille blessure
Pose cale sautille gauche",NA,NA,26,"FR4404288097"
"596",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",108,2018-09-19,"",2018-09-27 21:23:00,2018-09-23 21:23:00,108,"FR4404288192"
"597",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",169,2018-09-19,"",2018-09-29 11:07:00,2018-10-04 11:07:00,169,"FR4404288235"
"598",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",174,2018-09-20,"",2018-09-29 11:06:00,2018-10-04 11:06:00,174,"FR4958880507"
"599",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",174,2018-09-21,"",2018-09-29 11:27:00,2018-10-22 07:00:00,174,"FR4958880507"
"600",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",111,2018-09-22,"",2018-09-29 11:04:00,2018-10-04 11:04:00,111,"FR4404658938"
"601",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",169,2018-09-22,"",2018-09-29 11:08:00,2018-10-04 11:08:00,169,"FR4404288235"
"602",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",27,2018-09-22,"",2018-09-29 11:09:00,2018-10-04 11:09:00,27,"FR4404288098"
"603",98,3,"Metritis",NA,"inflammation of all layers of the uterine wall",136,2018-10-04,"",NA,2018-11-04 10:31:00,136,"FR4404288199"
"604",10003,11,"Vêlage diffficile",0,"",174,2018-10-04,"",NA,NA,174,"FR4958880507"
"605",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",75,2018-10-08,"Mis une cale",2018-10-13 11:26:00,2018-11-08 11:26:00,75,"FR4404288157"
"606",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",32,2018-10-15,"",2018-10-21 10:02:00,2018-11-16 10:02:00,32,"FR4404288105"
"607",29,4,"Lameness",21,"",75,2018-10-15,"PARAGE",NA,NA,75,"FR4404288157"
"608",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",55,2018-10-15,"Cerises",2018-10-18 12:47:00,2018-11-15 12:47:00,55,"FR4404288136"
"609",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",111,2018-10-15,"",2018-10-21 14:14:00,2018-11-16 14:14:00,111,"FR4404658938"
"610",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",64,2018-10-17,"",2018-10-24 07:59:00,2018-10-29 07:59:00,64,"FR4404288145"
"611",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",53,2018-10-17,"",2018-10-24 08:01:00,2018-10-29 08:01:00,53,"FR4404288133"
"612",10001,4,"Abcès",0,"",75,2018-10-19,"",2018-10-27 11:28:00,2018-12-25 11:28:00,75,"FR4404288157"
"613",29,4,"Lameness",21,"",55,2018-10-19,"parage + blessure",2018-10-27 17:34:00,2018-12-25 17:34:00,55,"FR4404288136"
"614",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",32,2018-10-20,"",2018-10-27 08:49:00,2018-11-01 08:49:00,32,"FR4404288105"
"615",29,4,"Lameness",21,"",149,2018-10-23,"Cornes abîmée + Limaces Droite & Gauche",NA,NA,149,"FR4404288213"
"616",10001,4,"Abcès",0,"",75,2018-11-02,"",2018-11-08 12:39:00,2018-11-20 12:39:00,75,"FR4404288157"
"617",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",208,2018-11-12,"",2018-11-18 10:28:00,2018-12-14 10:28:00,208,"FR4404658982"
"618",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",53,2018-11-12,"",2018-11-15 10:54:00,2018-12-13 10:54:00,53,"FR4404288133"
"619",29,4,"Lameness",21,"",53,2018-11-12,"",2018-11-25 08:05:00,2018-12-07 08:05:00,53,"FR4404288133"
"620",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",109,2018-11-13,"",2018-11-19 09:39:00,2018-12-15 09:39:00,109,"FR4404288193"
"621",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",76,2018-11-13,"",2018-11-24 09:46:00,2018-12-17 11:01:00,76,"FR4404288158"
"622",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",85,2018-11-13,"",2018-11-19 10:21:00,2018-12-15 10:21:00,85,"FR4404288168"
"623",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",80,2018-11-13,"",2018-11-19 12:21:00,2018-12-15 12:21:00,80,"FR4404288163"
"624",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",27,2018-11-13,"36.8 °C",2018-11-23 09:08:00,2018-12-02 21:05:00,27,"FR4404288098"
"625",98,3,"Metritis",NA,"inflammation of all layers of the uterine wall",120,2018-11-14,"",2018-11-23 07:47:00,2018-12-05 07:47:00,120,"FR4950954269"
"626",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",208,2018-11-15,"",2018-11-22 08:57:00,2018-11-27 08:57:00,208,"FR4404658982"
"627",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",73,2018-11-15,"",2018-11-22 10:36:00,2018-11-27 10:36:00,73,"FR4404288155"
"628",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",126,2018-11-15,"15/11 Température 39,7 ° C = TYLUCYL
16/11 Lait -> bière = AMPHOPRIM",2018-11-24 09:09:00,2018-12-14 23:50:00,126,"FR4958880363"
"629",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",32,2018-11-15,"15/11 Température 39,7 ° C = TYLUCYL
16/11 Lait -> bière = AMPHOPRIM",2018-11-24 09:07:00,2018-12-14 23:50:00,32,"FR4404288105"
"630",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",52,2018-11-18,"",2018-11-25 13:53:00,2018-12-04 01:53:00,52,"FR4404288132"
"631",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",32,2018-11-22,"",2018-12-02 03:24:00,NA,32,"FR4404288105"
"632",29,4,"Lameness",21,"",53,2018-11-28,"parage panaris",NA,NA,53,"FR4404288133"
"633",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",76,2018-11-29,"",2018-12-07 09:18:00,2019-01-01 22:00:00,76,"FR4404288158"
"634",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",109,2018-11-29,"",2018-12-06 19:22:00,2019-01-01 19:22:00,109,"FR4404288193"
"635",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",27,2018-11-30,"",2018-12-07 10:15:00,2018-12-12 10:15:00,27,"FR4404288098"
"636",161,11,"Diagnosis not listed in the key",21,"",162,2018-12-10,"",2018-12-21 11:48:00,2019-02-11 11:48:00,162,"FR4404288228"
"637",10003,11,"Vêlage diffficile",0,"",137,2018-12-11,"",NA,2018-12-26 23:47:00,137,"FR4404288200"
"638",96,3,"Retentio secundinarum (retained placenta)",NA,"retained fetal membranes",137,2018-12-11,"",NA,NA,137,"FR4404288200"
"639",10003,11,"Vêlage diffficile",0,"",155,2018-12-12,"",NA,NA,155,"FR4404288219"
"640",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",26,2018-12-15,"",NA,NA,26,"FR4404288097"
"641",101,3,"Endometritis",21,"inflammation of the mucus membranes of the uterus",154,2018-12-19,"",2018-12-25 11:02:00,2019-01-06 11:02:00,154,"FR4404288218"
"642",10003,11,"Vêlage diffficile",0,"",154,2018-12-20,"",NA,NA,154,"FR4404288218"
"643",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",18,2018-12-25,"",2019-01-01 21:20:00,2019-01-25 09:20:00,18,"FR4404288080"
"644",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",18,2018-12-26,"suite mamitte ",NA,NA,18,"FR4404288080"
"645",10003,11,"Vêlage diffficile",0,"",193,2018-12-28,"",NA,NA,193,"FR4404288141"
"646",155,6,"Other metabolic diseases and deficiencies",14,"",176,2019-01-02,"",NA,NA,176,"FR4404288238"
"647",131,7,"Other infectious diseases and microbe-related diseases (except local infections of udder and claws)",21,"",176,2019-01-02,"",2019-01-13 15:12:00,2019-01-22 15:12:00,176,"FR4404288238"
"648",10003,11,"Vêlage diffficile",0,"",216,2019-01-02,"",2019-01-10 15:23:00,2019-01-22 15:23:00,216,"FR4404288263"
"649",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",197,2019-01-04,"",2019-01-11 17:55:00,2019-01-16 17:55:00,197,"FR4404288258"
"650",131,7,"Other infectious diseases and microbe-related diseases (except local infections of udder and claws)",21,"",197,2019-01-05,NA,2019-01-11 10:41:28,2019-01-23 10:41:28,197,"FR4404288258"
"651",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",92,2019-01-06,"",2019-01-13 07:30:00,2019-01-18 07:30:00,92,"FR4404288175"
"652",19,6,"Dislocatio abomasi sinistra, Dilatatio et dislocation abomasi sinistra (left-side abomasal displacement)",21,"displacement of the distended abomasum to the left side of the abdomen (between rumen and left abdominal wall)",176,2019-01-04,"",NA,NA,176,"FR4404288238"
"653",105,3,"Acyclia",21,"absence of heat with inactive ovaries",29,2019-01-14,"",NA,2019-02-14 00:00:00,29,"FR4404288100"
"654",105,3,"Acyclia",21,"absence of heat with inactive ovaries",68,2019-01-14,"",NA,2019-02-14 00:00:00,68,"FR4404288149"
"655",105,3,"Acyclia",21,"absence of heat with inactive ovaries",81,2019-01-14,"",NA,2019-02-14 00:00:00,81,"FR4404288164"
"656",67,1,"Mastitis catarrhalis chronica (chronic catarrhal mastitis)",14,"",92,2019-01-15,"",2019-01-22 21:36:00,2019-02-17 21:36:00,92,"FR4404288175"
"657",105,3,"Acyclia",21,"absence of heat with inactive ovaries",265,2019-01-15,"",NA,2019-02-15 00:00:00,265,"FR4404288306"
"658",105,3,"Acyclia",21,"absence of heat with inactive ovaries",262,2019-01-15,"",NA,2019-02-15 00:00:00,262,"FR4404288304"
"659",105,3,"Acyclia",21,"absence of heat with inactive ovaries",248,2019-01-15,"",NA,2019-02-15 00:00:00,248,"FR4404288295"
"660",29,4,"Lameness",21,"",117,2019-01-17,"PARRAGE",NA,NA,117,"FR4935590346"
"661",29,4,"Lameness",21,"",173,2019-01-17,"PARRAGE",NA,NA,173,"FR4944526074"
"662",29,4,"Lameness",21,"",127,2019-01-17,"PARRAGE",NA,NA,127,"FR4963097404"
"663",29,4,"Lameness",21,"",26,2019-01-17,"PARRAGE",NA,NA,26,"FR4404288097"
"664",29,4,"Lameness",21,"",75,2019-01-17,"PARRAGE",NA,NA,75,"FR4404288157"
"665",29,4,"Lameness",21,"",79,2019-01-17,"PARRAGE",NA,NA,79,"FR4404288162"
"666",29,4,"Lameness",21,"",91,2019-01-17,"PARRAGE",NA,NA,91,"FR4404288174"
"667",29,4,"Lameness",21,"",94,2019-01-17,"PARRAGE",NA,NA,94,"FR4404288177"
"668",29,4,"Lameness",21,"",96,2019-01-17,"PARRAGE",NA,NA,96,"FR4404288180"
"669",29,4,"Lameness",21,"",145,2019-01-17,"PARRAGE",NA,NA,145,"FR4404288208"
"670",29,4,"Lameness",21,"",111,2019-01-17,"PARRAGE",NA,NA,111,"FR4404658938"
"671",29,4,"Lameness",21,"",209,2019-01-17,"PARRAGE",NA,NA,209,"FR4404659023"
"672",155,6,"Other metabolic diseases and deficiencies",14,"",136,2019-01-18,"OCLUSION",NA,NA,136,"FR4404288199"
"673",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",111,2019-01-19,"",2019-01-26 17:11:00,2019-01-31 17:11:00,111,"FR4404658938"
"674",131,7,"Other infectious diseases and microbe-related diseases (except local infections of udder and claws)",21,"",198,2019-01-23,"pas delivrée",2019-01-29 19:32:00,2019-02-10 19:32:00,198,"FR4404288259"
"675",41,4,"Pododermatitis circumscripta purulenta",28,"circumscribed purulent inflammation of the corium of the claws",132,2019-01-25,"Fourchet",2019-02-02 10:13:00,2019-04-02 10:13:00,132,"FR4404288195"
"676",71,1,"Mastitis with isolation of Sc. uberis (ScE)",14,"",226,2019-01-29,"le 08.02.2019 : 38,1 °C",2019-02-06 14:53:00,2019-02-16 14:54:00,226,"FR4404288273"
"677",10003,11,"Vêlage diffficile",0,"",198,2019-01-30,"",NA,NA,198,"FR4404288259"
